"학교종류명","설립구분","표준학교코드","학교명","영문학교명","관할조직명","도로명우편번호","도로명주소","도로명상세주소","전화번호","홈페이지주소","팩스번호","남녀공학구분명","고등학교구분명","산업체특별학급존재여부","고등학교일반실업구분명","특수목적고등학교계열명","입시전후기구분명","주야구분명","설립일자","개교기념일","시도교육청코드","시도교육청명","소재지명","주야과정","계열명","학과명","적재일시"
"고등학교","사립","7010741","서울디자인고등학교","Seoul Design High School","서울특별시교육청","04140","서울특별시 마포구 백범로 139","/ 서울디자인고등학교 (염리동)","02-715-2261","http://www.seodi.hs.kr","02-716-6967","남여공학","특성화고","N","전문계","","전기","주간","19550112","19550112","B10","서울특별시교육청","서울특별시","주간","공업계","건축과","20230615000000"
"고등학교","사립","7010741","서울디자인고등학교","Seoul Design High School","서울특별시교육청","04140","서울특별시 마포구 백범로 139","/ 서울디자인고등학교 (염리동)","02-715-2261","http://www.seodi.hs.kr","02-716-6967","남여공학","특성화고","N","전문계","","전기","주간","19550112","19550112","B10","서울특별시교육청","서울특별시","주간","공업계","건설정보과","20230615000000"
"고등학교","사립","7010741","서울디자인고등학교","Seoul Design High School","서울특별시교육청","04140","서울특별시 마포구 백범로 139","/ 서울디자인고등학교 (염리동)","02-715-2261","http://www.seodi.hs.kr","02-716-6967","남여공학","특성화고","N","전문계","","전기","주간","19550112","19550112","B10","서울특별시교육청","서울특별시","주간","공업계","3D건축인테리어과","20230615000000"
"고등학교","사립","7010741","서울디자인고등학교","Seoul Design High School","서울특별시교육청","04140","서울특별시 마포구 백범로 139","/ 서울디자인고등학교 (염리동)","02-715-2261","http://www.seodi.hs.kr","02-716-6967","남여공학","특성화고","N","전문계","","전기","주간","19550112","19550112","B10","서울특별시교육청","서울특별시","주간","공업계","전기과","20230615000000"
"고등학교","사립","7010741","서울디자인고등학교","Seoul Design High School","서울특별시교육청","04140","서울특별시 마포구 백범로 139","/ 서울디자인고등학교 (염리동)","02-715-2261","http://www.seodi.hs.kr","02-716-6967","남여공학","특성화고","N","전문계","","전기","주간","19550112","19550112","B10","서울특별시교육청","서울특별시","주간","공업계","조명예술디자인과","20230615000000"
"고등학교","사립","7010741","서울디자인고등학교","Seoul Design High School","서울특별시교육청","04140","서울특별시 마포구 백범로 139","/ 서울디자인고등학교 (염리동)","02-715-2261","http://www.seodi.hs.kr","02-716-6967","남여공학","특성화고","N","전문계","","전기","주간","19550112","19550112","B10","서울특별시교육청","서울특별시","주간","공업계","컴퓨터전기과","20230615000000"
"고등학교","사립","7010741","서울디자인고등학교","Seoul Design High School","서울특별시교육청","04140","서울특별시 마포구 백범로 139","/ 서울디자인고등학교 (염리동)","02-715-2261","http://www.seodi.hs.kr","02-716-6967","남여공학","특성화고","N","전문계","","전기","주간","19550112","19550112","B10","서울특별시교육청","서울특별시","주간","공업계","크리에이티브디자인과","20230615000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","애니메이션과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","가사계","미용과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","가사계","미용예술과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","가사계","실용음악과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","가사계","여행설계과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","가사계","제과제빵과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","가사계","패션디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","가사계","한식양식조리과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","광고사진과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","그래픽디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","그린인테리어","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","디자인모델링과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","디지털조명과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","디지털포토그래픽","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","만화과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","방송영상과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","실내디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","실내조경과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","애니메이션과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","웹PD과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","공업계","전자출판과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","예술계","실용음악과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","예술계","실용음악통합과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","e-스포츠과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","e스포츠과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","게임제작과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","공예디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","관광레저과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","관광서비스과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","광고사진과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","그래픽디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","그린인테리어","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","디자인모델링과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","디지털시각디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","디지털포토그래픽","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","만화과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","만화애니메이션과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","미용예술과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","방송영상과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","비주얼콘텐츠디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","사진영상과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","사진영상미디어과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","실내건축디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","실내디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","실용음악과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","여행설계과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","연극영화과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","웹PD과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","웹미디어과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","웹미디어과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","인테리어디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","제과?제빵과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","제과제빵과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","카페플라워과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","콘텐츠크리에이터과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","패션디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","플라워디자인과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","한?양식조리과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","한식양식조리과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","한양식조리과","20230627000000"
"각종학교(고)","공립","7010566","아현산업정보학교","Ahyeon Vocational School","서울특별시교육청","04117","서울특별시 마포구 마포대로 249","(아현동/ 아현산업정보학교/ 아현직업학교)","02-390-5800","http://ahyeon.sen.sc.kr","02-313-7606","남여공학","특성화고","N","전문계","","전기","주간","19540806","19540806","B10","서울특별시교육청","서울특별시","주간","통합계","화훼조경디자인과","20230627000000"
"고등학교","사립","7010264","홍익대학교사범대학부속여자고등학교","Hongik University Girls` High School","서울특별시교육청","03967","서울특별시 마포구 성미산로 51","(성산동/ 여자고등학교)","02-331-7584","http://hongik68.sen.hs.kr","02-331-7300","여","일반고","N","일반계","","후기","주간","19671229","19680312","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정(여)","20230615000000"
"고등학교","사립","7010264","홍익대학교사범대학부속여자고등학교","Hongik University Girls` High School","서울특별시교육청","03967","서울특별시 마포구 성미산로 51","(성산동/ 여자고등학교)","02-331-7584","http://hongik68.sen.hs.kr","02-331-7300","여","일반고","N","일반계","","후기","주간","19671229","19680312","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정(여)","20230615000000"
"고등학교","사립","7010264","홍익대학교사범대학부속여자고등학교","Hongik University Girls` High School","서울특별시교육청","03967","서울특별시 마포구 성미산로 51","(성산동/ 여자고등학교)","02-331-7584","http://hongik68.sen.hs.kr","02-331-7300","여","일반고","N","일반계","","후기","주간","19671229","19680312","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정(여)","20230615000000"
"고등학교","사립","7010264","홍익대학교사범대학부속여자고등학교","Hongik University Girls` High School","서울특별시교육청","03967","서울특별시 마포구 성미산로 51","(성산동/ 여자고등학교)","02-331-7584","http://hongik68.sen.hs.kr","02-331-7300","여","일반고","N","일반계","","후기","주간","19671229","19680312","B10","서울특별시교육청","서울특별시","주간","일반계","일반학과","20230615000000"
