"상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","엑스좌표_값","와이좌표_값","자치구_코드","자치구_코드_명","행정동_코드","행정동_코드_명","영역_면적"
"A","골목상권","3110518","서대문구청","194404","453061","11410","서대문구","11410615","연희동","49879"
"A","골목상권","3110491","불광중학교","194346","458292","11380","은평구","11380530","불광2동","300653"
"A","골목상권","3110492","하나고등학교","194584","460074","11380","은평구","11380690","진관동","133323"
"A","골목상권","3110493","북가좌초등학교","191669","452953","11410","서대문구","11410710","북가좌1동","44322"
"A","골목상권","3110507","명지대학교","193437","453250","11410","서대문구","11410685","홍은2동","176999"
"A","골목상권","3110508","서연중학교","193595","452248","11410","서대문구","11410615","연희동","171649"
"A","골목상권","3110534","경기대학교","196485","451629","11410","서대문구","11410565","충현동","71787"
"A","골목상권","3110535","영천시장입구","196528","452201","11410","서대문구","11410520","천연동","34671"
"A","골목상권","3110519","서대문구보건소별관","194442","453988","11410","서대문구","11410620","홍제1동","115619"
"A","골목상권","3110520","경의중앙 신촌역","194757","450919","11410","서대문구","11410585","신촌동","60585"
"A","골목상권","3110566","경의선책거리","193685","450750","11440","마포구","11440660","서교동","156743"
"A","골목상권","3110542","마포구청역 7번","191345","451292","11440","마포구","11440700","망원2동","123656"
"A","골목상권","3110543","중암중학교","191421","452638","11440","마포구","11440730","성산2동","21216"
"A","골목상권","3110544","망리단길","191619","450607","11440","마포구","11440690","망원1동","311648"
"A","골목상권","3110545","마포구청역 1번","191544","451746","11440","마포구","11440730","성산2동","87346"
"A","골목상권","3110584","아현역 4번","195866","450839","11440","마포구","11440555","아현동","14177"
"A","골목상권","3110553","가좌역 2번","192127","452064","11440","마포구","11440730","성산2동","83965"
"A","골목상권","3110554","망원역 1번","192277","450762","11440","마포구","11440660","서교동","126268"
"A","골목상권","3110555","홍익지구대","192243","450433","11440","마포구","11440660","서교동","21035"
"A","골목상권","3110580","양원초등학교","195137","450415","11440","마포구","11440600","대흥동","39360"
"A","골목상권","3110581","염리초등학교","195296","449319","11440","마포구","11440590","용강동","13748"
"A","골목상권","3110582","이대역 5번","195312","450646","11440","마포구","11440610","염리동","53599"
"A","골목상권","3110583","공덕래미안3차아파트","195817","449922","11440","마포구","11440555","아현동","7972"
"A","골목상권","3110567","광흥창역 6번","193708","449746","11440","마포구","11440655","서강동","21814"
"A","골목상권","3110568","광흥창역 1번","193929","449952","11440","마포구","11440655","서강동","25225"
"A","골목상권","3110421","석계역 1번","205573","457361","11350","노원구","11350560","월계1동","69794"
"A","골목상권","3110422","노원역 9번","205580","462171","11350","노원구","11350720","상계10동","35324"
"A","골목상권","3110585","마포경찰서","195953","450143","11440","마포구","11440555","아현동","18216"
"A","골목상권","3110586","서울서부지방법원","196159","450001","11440","마포구","11440565","공덕동","132139"
"A","골목상권","3110587","공덕동주민센터","196316","449878","11440","마포구","11440565","공덕동","76629"
"A","골목상권","3110447","구산초등학교","191809","457108","11380","은평구","11380560","구산동","36415"
"A","골목상권","3110448","상신초등학교입구","191804","455212","11380","은평구","11380632","신사2동","61765"
"A","골목상권","3110409","창동역 2번","203829","461718","11320","도봉구","11320515","창5동","77642"
"A","골목상권","3110410","방학역 2번","203939","463274","11320","도봉구","11320690","방학1동","130951"
"A","골목상권","3110411","도봉역 3번","204032","464014","11320","도봉구","11320522","도봉2동","90321"
"A","골목상권","3110412","창동중학교","204240","462445","11320","도봉구","11320514","창4동","21146"
"A","골목상권","3110436","상계제일중학교","206697","462140","11350","노원구","11350624","중계4동","41545"
"A","골목상권","3110437","당고개역 2번","206846","463073","11350","노원구","11350665","상계3?4동","83701"
"A","골목상권","3110438","경춘선숲길 우측","206924","458484","11350","노원구","11350600","공릉2동","100071"
"A","골목상권","3110423","석계역 2번","205719","457498","11350","노원구","11350560","월계1동","58165"
"A","골목상권","3110472","연신내역 4번","193000","457351","11380","은평구","11380570","대조동","134157"
"A","골목상권","3110473","구산역 1번","193014","457016","11380","은평구","11380570","대조동","185580"
"A","골목상권","3110449","증산역 3번","191787","453767","11380","은평구","11380640","증산동","154127"
"A","골목상권","3110494","증산3교남측","191718","453280","11410","서대문구","11410710","북가좌1동","32244"
"A","골목상권","3110495","북가좌2동주민센터","192016","453516","11410","서대문구","11410720","북가좌2동","183812"
"A","골목상권","3110560","마포FM","192787","451180","11440","마포구","11440710","연남동","60230"
"A","골목상권","3110561","상수역 4번","193020","449646","11440","마포구","11440655","서강동","81410"
"A","골목상권","3111078","굽은다리역 4번","212791","449269","11740","강동구","11740685","길동","207328"
"A","골목상권","3110485","연신내우체국","193759","458017","11380","은평구","11380530","불광2동","103329"
"A","골목상권","3110486","은평구청","193642","455881","11380","은평구","11380510","녹번동","63348"
"A","골목상권","3110487","불광역 8번","193806","456935","11380","은평구","11380520","불광1동","23276"
"A","골목상권","3110521","홍제역 4번","194925","454327","11410","서대문구","11410620","홍제1동","30428"
"A","골목상권","3110522","홍제역 3번","195088","454097","11410","서대문구","11410620","홍제1동","37420"
"A","골목상권","3110523","홍제성원아파트","195052","453807","11410","서대문구","11410620","홍제1동","14283"
"A","골목상권","3110524","연희세브란스병원","195078","451634","11410","서대문구","11410585","신촌동","30580"
"A","골목상권","3110496","모래내우체국","192218","453273","11410","서대문구","11410720","북가좌2동","69544"
"A","골목상권","3110546","양화대교북단","191662","450075","11440","마포구","11440680","합정동","102440"
"A","골목상권","3110547","KB국민은행 망원동지점","191646","451113","11440","마포구","11440700","망원2동","72666"
"A","골목상권","3110458","선일여고","192396","457958","11380","은평구","11380552","갈현2동","118649"
"A","골목상권","3110459","응암역 2번","192366","455560","11380","은평구","11380631","신사1동","104660"
"A","골목상권","3110460","구산역 4번","192498","457218","11380","은평구","11380552","갈현2동","149102"
"A","골목상권","3110536","돈의문센트레빌아파트입구","196793","451833","11410","서대문구","11410565","충현동","21586"
"A","골목상권","3110537","충정로현대아파트","196781","451522","11410","서대문구","11410565","충현동","52786"
"A","골목상권","3110538","충정로역 3번","196883","451251","11410","서대문구","11410565","충현동","16657"
"A","골목상권","3110539","미근동","197093","451559","11410","서대문구","11410565","충현동","48052"
"A","골목상권","3110525","홍은종합사회복지관","195233","455053","11410","서대문구","11410660","홍은1동","35519"
"A","골목상권","3110569","홍대땡땡거리","193992","450570","11440","마포구","11440655","서강동","84934"
"A","골목상권","3110570","KB국민은행 서강지점","194258","449405","11440","마포구","11440630","신수동","24575"
"A","골목상권","3110548","마포구청역 4번","191712","451412","11440","마포구","11440720","성산1동","113289"
"A","골목상권","3110400","도봉구보건소","203457","462153","11320","도봉구","11320670","쌍문2동","123299"
"A","골목상권","3110401","도봉구민회관","203483","461709","11320","도봉구","11320515","창5동","44767"
"A","골목상권","3110414","장석교회","204615","458250","11350","노원구","11350560","월계1동","68483"
"A","골목상권","3110415","수락산역 4번","204689","464016","11350","노원구","11350630","상계1동","197508"
"A","골목상권","3110461","새절역 2번","192506","454562","11380","은평구","11380600","응암3동","33922"
"A","골목상권","3110588","한겨레신문사","196474","449809","11440","마포구","11440565","공덕동","72183"
"A","골목상권","3110589","애오개역 3번","196507","450469","11440","마포구","11440565","공덕동","31214"
"A","골목상권","3110571","신수동주민센터","194370","449562","11440","마포구","11440630","신수동","75550"
"A","골목상권","3110572","서강대역 1번","194437","450111","11440","마포구","11440630","신수동","148225"
"A","골목상권","3110424","상계초등학교","205957","462130","11350","노원구","11350640","상계2동","75911"
"A","골목상권","3110402","도봉구 정병원","203471","462457","11320","도봉구","11320690","방학1동","118386"
"A","골목상권","3110403","방학1동주민센터","203537","462802","11320","도봉구","11320690","방학1동","153054"
"A","골목상권","3110404","신창초등학교","203576","459627","11320","도봉구","11320513","창3동","297142"
"A","골목상권","3110450","시립서북병원","191983","456211","11380","은평구","11380560","구산동","195983"
"A","골목상권","3111084","길동신동아아파트","213077","449188","11740","강동구","11740685","길동","20962"
"A","골목상권","3111085","묘곡초등학교(고덕아이파크아파트)","213598","451279","11740","강동구","11740550","고덕1동","144712"
"A","골목상권","3111086","한영중고","213661","449837","11740","강동구","11740540","명일2동","75463"
"A","골목상권","3111087","고덕중학교(고덕2동주민센터)","214375","451335","11740","강동구","11740560","고덕2동","63497"
"A","골목상권","3111088","고덕동성당","215015","451172","11740","강동구","11740560","고덕2동","71669"
"A","골목상권","3110439","당고개역 5번","206942","463518","11350","노원구","11350665","상계3?4동","99026"
"A","골목상권","3110440","상계3동4동주민센터","207404","463610","11350","노원구","11350665","상계3?4동","54632"
"A","골목상권","3110441","영신여고","207291","461205","11350","노원구","11350619","중계본동","54737"
"A","골목상권","3110442","화랑대철도공원","207943","458309","11350","노원구","11350600","공릉2동","20050"
"A","골목상권","3110425","계상초등학교","206006","462411","11350","노원구","11350670","상계5동","104277"
"A","골목상권","3110474","세명컴퓨터고등학교","193094","458463","11380","은평구","11380530","불광2동","125765"
"A","골목상권","3110451","증산역 4번","192207","454149","11380","은평구","11380640","증산동","178167"
"A","골목상권","3110497","가좌역 3번","192369","452344","11410","서대문구","11410690","남가좌1동","27096"
"A","골목상권","3110509","연희대우아파트앞","193678","451158","11410","서대문구","11410585","신촌동","117804"
"A","골목상권","3110510","홍연시장","193904","453009","11410","서대문구","11410615","연희동","42513"
"A","골목상권","3110556","절두산순교성지","192375","449482","11440","마포구","11440680","합정동","41215"
"A","골목상권","3110488","우리은행응암동지점","193806","455674","11380","은평구","11380580","응암1동","93490"
"A","골목상권","3110489","불광역 3번","193908","456402","11380","은평구","11380510","녹번동","31324"
"A","골목상권","3110490","녹번동근린공원","193973","456174","11380","은평구","11380510","녹번동","128235"
"A","골목상권","3110475","백련산해모로아파트","193130","455354","11380","은평구","11380580","응암1동","70709"
"A","골목상권","3110476","역촌역 2번","193193","456536","11380","은평구","11380570","대조동","31638"
"A","골목상권","3110526","봉원사","195306","452138","11410","서대문구","11410585","신촌동","112347"
"A","골목상권","3110498","증산역 1번","192362","454070","11410","서대문구","11410720","북가좌2동","115165"
"A","골목상권","3110499","연가초등학교","192836","453604","11410","서대문구","11410720","북가좌2동","122136"
"A","골목상권","3110500","남가좌동현대아파트","192917","452686","11410","서대문구","11410700","남가좌2동","26069"
"A","골목상권","3110462","갈현건영아파트","192582","458461","11380","은평구","11380551","갈현1동","155714"
"A","골목상권","3110463","응암3동주민센터","192604","454716","11380","은평구","11380600","응암3동","53976"
"A","골목상권","3110464","연신내역 5번","192658","457512","11380","은평구","11380552","갈현2동","99182"
"A","골목상권","3110540","망원나들목체육관","191170","450546","11440","마포구","11440690","망원1동","61616"
"A","골목상권","3110541","동교초등학교","191287","450928","11440","마포구","11440700","망원2동","101027"
"A","골목상권","3110527","홍제역 2번","195323","454390","11410","서대문구","11410640","홍제3동","106073"
"A","골목상권","3110528","서울여자간호대학교","195385","455125","11410","서대문구","11410640","홍제3동","59337"
"A","골목상권","3110573","신촌역 6번","194527","450416","11440","마포구","11440600","대흥동","9367"
"A","골목상권","3110574","서강대학교","194699","449975","11440","마포구","11440600","대흥동","16304"
"A","골목상권","3110549","새터산","191929","451850","11440","마포구","11440730","성산2동","101078"
"A","골목상권","3110550","합정역 8번","191993","450196","11440","마포구","11440680","합정동","173803"
"A","골목상권","3111079","둔촌고등학교(둔촌중학교)","212802","447928","11740","강동구","11740700","둔촌2동","66695"
"A","골목상권","3111080","굽은다리역 3번","212907","449841","11740","강동구","11740530","명일1동","83549"
"A","골목상권","3111081","둔촌푸르지오아파트","212915","448408","11740","강동구","11740700","둔촌2동","17651"
"A","골목상권","3111082","중앙보훈병원","213045","448204","11740","강동구","11740700","둔촌2동","21834"
"A","골목상권","3111083","GS강동자이아파트","213004","448764","11740","강동구","11740685","길동","81524"
"A","골목상권","3110593","신월3동주민센터","184691","448235","11470","양천구","11470580","신월3동","177705"
"A","골목상권","3110594","신월중학교","184761","449104","11470","양천구","11470600","신월5동","77868"
"A","골목상권","3110595","메디힐병원","184977","448713","11470","양천구","11470600","신월5동","187236"
"A","골목상권","3110443","수색역 1번","190793","453820","11380","은평구","11380650","수색동","39392"
"A","골목상권","3110575","대흥동주민센터","194807","450616","11440","마포구","11440600","대흥동","71531"
"A","골목상권","3110576","대흥역 3번","195036","449638","11440","마포구","11440600","대흥동","76040"
"A","골목상권","3110426","상계2동주민센터","206148","461865","11350","노원구","11350640","상계2동","130017"
"A","골목상권","3110405","방학역 1번","203619","463278","11320","도봉구","11320690","방학1동","185625"
"A","골목상권","3110452","새절역 3번","192273","454515","11380","은평구","11380632","신사2동","112690"
"A","골목상권","3110557","홍대부속여중고앞","192530","450970","11440","마포구","11440660","서교동","112569"
"A","골목상권","3110558","경성고등학교","192565","451651","11440","마포구","11440720","성산1동","321532"
"A","골목상권","3110559","성산중학교","192688","449683","11440","마포구","11440680","합정동","100801"
"A","골목상권","3110413","누원고등학교","204198","464883","11320","도봉구","11320522","도봉2동","74353"
"A","골목상권","3110444","수색성당","191453","453224","11380","은평구","11380640","증산동","73705"
"A","골목상권","3110445","덕산중학교","191769","455726","11380","은평구","11380631","신사1동","41323"
"A","골목상권","3110446","내를건너서숲으로도서관","191796","454593","11380","은평구","11380632","신사2동","59764"
"A","골목상권","3110427","노원 을지대학교병원","206268","459433","11350","노원구","11350611","하계1동","30640"
"A","골목상권","3110428","상계5동주민센터","206276","462728","11350","노원구","11350670","상계5동","217725"
"A","골목상권","3110477","은평세무서","193336","455907","11380","은평구","11380510","녹번동","101732"
"A","골목상권","3110478","응암1동주민센터","193406","455584","11380","은평구","11380580","응암1동","61196"
"A","골목상권","3110453","신사1동주민센터","192303","455136","11380","은평구","11380631","신사1동","209465"
"A","골목상권","3110454","선정중학교","192299","457526","11380","은평구","11380552","갈현2동","117225"
"A","골목상권","3110511","연희초등학교","194055","451806","11410","서대문구","11410615","연희동","200962"
"A","골목상권","3110512","연희지하차도","194158","453091","11410","서대문구","11410615","연희동","112524"
"A","골목상권","3110513","연희파출소","194116","452409","11410","서대문구","11410615","연희동","81070"
"A","골목상권","3110515","홍은중학교","194180","454791","11410","서대문구","11410685","홍은2동","64938"
"A","골목상권","3110516","정원여중","194259","453935","11410","서대문구","11410685","홍은2동","65332"
"A","골목상권","3110564","홍대입구역 3번","193428","451158","11440","마포구","11440660","서교동","49371"
"A","골목상권","3110479","연신내역 2번","193382","458068","11380","은평구","11380530","불광2동","102295"
"A","골목상권","3110529","홍제3동주민센터","195418","454778","11410","서대문구","11410640","홍제3동","113498"
"A","골목상권","3110501","연희어린이공원","193028","452001","11410","서대문구","11410615","연희동","123377"
"A","골목상권","3110502","남가좌파출소","193174","452938","11410","서대문구","11410700","남가좌2동","125757"
"A","골목상권","3110503","명지대학교교회","193247","453681","11410","서대문구","11410700","남가좌2동","154746"
"A","골목상권","3110504","명지전문대","193319","454064","11410","서대문구","11410685","홍은2동","34484"
"A","골목상권","3110482","연신초등학교","193583","458450","11380","은평구","11380530","불광2동","35348"
"A","골목상권","3110532","아현역 2번","196252","451127","11410","서대문구","11410555","북아현동","61152"
"A","골목상권","3110533","충정로역 7번","196504","451105","11410","서대문구","11410555","북아현동","39228"
"A","골목상권","3110565","홍익대","193630","450369","11440","마포구","11440655","서강동","43573"
"A","골목상권","3110419","수락산디자인거리","205038","464087","11350","노원구","11350630","상계1동","125994"
"A","골목상권","3110530","아현역 1번","195903","450890","11410","서대문구","11410555","북아현동","17473"
"A","골목상권","3110531","홍지문","196095","455335","11110","종로구","11110550","부암동","78118"
"A","골목상권","3110577","용강동주민센터","195056","449322","11440","마포구","11440590","용강동","26040"
"A","골목상권","3110578","대흥역 2번","195146","449859","11440","마포구","11440610","염리동","111950"
"A","골목상권","3110551","성서초등학교","192011","451116","11440","마포구","11440720","성산1동","102638"
"A","골목상권","3110552","성미산체육관","192075","451621","11440","마포구","11440720","성산1동","97940"
"A","골목상권","3110590","만리재","196687","450062","11440","마포구","11440565","공덕동","59702"
"A","골목상권","3110591","충정로역 6번","196681","450974","11140","중구","11140680","중림동","51038"
"A","골목상권","3110592","서울금융고등학교","184589","448509","11470","양천구","11470580","신월3동","42118"
"A","골목상권","3110420","광운대역 1번","205266","457942","11350","노원구","11350560","월계1동","50431"
"A","골목상권","3110468","응암역 3번","192780","455968","11380","은평구","11380625","역촌동","243033"
"A","골목상권","3110469","응암정보도서관","192812","454074","11380","은평구","11380600","응암3동","197026"
"A","골목상권","3110579","마포역 4번","195146","448511","11440","마포구","11440585","도화동","55046"
"A","골목상권","3110429","공릉동 국수거리","206455","457940","11350","노원구","11350595","공릉1동","160554"
"A","골목상권","3110406","도봉산역 1번","203718","465573","11320","도봉구","11320521","도봉1동","247532"
"A","골목상권","3110407","도봉역 2번","203614","463983","11320","도봉구","11320521","도봉1동","454340"
"A","골목상권","3110408","가인초등학교","203661","462129","11320","도봉구","11320515","창5동","53197"
"A","골목상권","3110432","대진고등학교","206468","459617","11350","노원구","11350611","하계1동","69099"
"A","골목상권","3110433","공릉역 2번","206692","458322","11350","노원구","11350595","공릉1동","95309"
"A","골목상권","3110434","태릉입구역 4번","206724","457916","11350","노원구","11350595","공릉1동","38090"
"A","골목상권","3110435","서울과학기술대","206727","458887","11350","노원구","11350600","공릉2동","17818"
"A","골목상권","3110692","큰굴다리","186407","444470","11530","구로구","11530740","개봉1동","68249"
"A","골목상권","3110693","오류동역 4번","186407","444108","11530","구로구","11530770","오류1동","9129"
"A","골목상권","3110694","세곡초등학교","186504","445043","11530","구로구","11530730","고척2동","196285"
"A","골목상권","3110695","개봉1동주민센터","186895","444572","11530","구로구","11530730","고척2동","191612"
"A","골목상권","3110696","오류동역 1번","186908","443849","11530","구로구","11530750","개봉2동","87977"
"A","골목상권","3110663","우장산롯데캐슬아파트앞","186697","450527","11500","강서구","11500591","화곡6동","38550"
"A","골목상권","3110664","강서구청옆","186927","450211","11500","강서구","11500591","화곡6동","22736"
"A","골목상권","3110665","곰달래도서관","186976","447805","11500","강서구","11500550","화곡2동","205223"
"A","골목상권","3110666","KC대학교","186979","449983","11500","강서구","11500591","화곡6동","48432"
"A","골목상권","3110667","가양역 10번","187021","451363","11500","강서구","11500535","등촌3동","29342"
"A","골목상권","3110749","금산초등학교(금천고등학교)","191606","438077","11545","금천구","11545690","시흥3동","145627"
"A","골목상권","3110750","시흥4동주민센터(서울신흥초등학교)","191736","439818","11545","금천구","11545700","시흥4동","113692"
"A","골목상권","3110681","온수역 1번","184516","443619","11530","구로구","11530790","수궁동","82313"
"A","골목상권","3110682","온수역 8번","184527","444083","11530","구로구","11530790","수궁동","32907"
"A","골목상권","3110683","오류고등학교","184751","444388","11530","구로구","11530790","수궁동","41660"
"A","골목상권","3110703","개봉역","187529","443979","11530","구로구","11530740","개봉1동","119182"
"A","골목상권","3110704","고척중학교","187951","444448","11530","구로구","11530720","고척1동","15243"
"A","골목상권","3110705","고산초등학교","188048","444505","11530","구로구","11530720","고척1동","20963"
"A","골목상권","3110706","그라운드 고척","188121","444651","11530","구로구","11530720","고척1동","44173"
"A","골목상권","3110722","G타워","190905","442315","11530","구로구","11530540","구로3동","84987"
"A","골목상권","3110723","가산디지털단지역 1번 출입구","189704","442648","11545","금천구","11545510","가산동","42837"
"A","골목상권","3110724","금천구립가산도서관","190323","441521","11545","금천구","11545510","가산동","64563"
"A","골목상권","3110725","가산동주민센터","190311","442041","11545","금천구","11545510","가산동","39903"
"A","골목상권","3110803","신길2동우편취급국","192220","445910","11560","영등포구","11560515","영등포본동","97248"
"A","골목상권","3110804","신풍역 1번","192291","444455","11560","영등포구","11560680","신길6동","83571"
"A","골목상권","3110805","신길새마을금고신길4동지점","192281","445152","11560","영등포구","11560660","신길4동","27917"
"A","골목상권","3110806","서울시립영등포장애인복지관","192318","446855","11560","영등포구","11560535","영등포동","14104"
"A","골목상권","3110733","금천어울림복지센터","190931","439912","11545","금천구","11545670","시흥1동","36821"
"A","골목상권","3110734","금천파출소","191062","439366","11545","금천구","11545670","시흥1동","16742"
"A","골목상권","3110735","말미고개","191078","440370","11545","금천구","11545620","독산2동","180092"
"A","골목상권","3110736","독산119안전센터","191226","440910","11545","금천구","11545640","독산4동","124454"
"A","골목상권","3110755","동일여자고등학교","192287","439057","11545","금천구","11545680","시흥2동","59664"
"A","골목상권","3110756","문래중학교","189708","447052","11560","영등포구","11560610","양평1동","49828"
"A","골목상권","3110757","양평역 2번","189756","447266","11560","영등포구","11560610","양평1동","73590"
"A","골목상권","3110758","문래소공원","189992","446829","11560","영등포구","11560605","문래동","38867"
"A","골목상권","3110807","신길역 3번","192385","446482","11560","영등포구","11560535","영등포동","44675"
"A","골목상권","3110774","당산반도유보라팰리스아파트","191142","447658","11560","영등포구","11560560","당산2동","35052"
"A","골목상권","3110775","대동초등학교","191264","443608","11560","영등포구","11560710","대림2동","35075"
"A","골목상권","3110776","도신초등학교","191374","444236","11560","영등포구","11560720","대림3동","113740"
"A","골목상권","3110643","강서구다솔마을","183982","450681","11500","강서구","11500620","공항동","127210"
"A","골목상권","3110644","신광명마을","184449","449781","11500","강서구","11500611","발산1동","121040"
"A","골목상권","3110645","우장산역 4번","185289","450314","11500","강서구","11500611","발산1동","180103"
"A","골목상권","3110790","대림1동주민센터","191730","444244","11560","영등포구","11560670","신길5동","115306"
"A","골목상권","3110791","신풍역 3번","191799","444488","11560","영등포구","11560670","신길5동","21697"
"A","골목상권","3110792","영등포역 2번","191832","445827","11560","영등포구","11560585","도림동","129915"
"A","골목상권","3110793","대림썬프라자","191840","444066","11560","영등포구","11560700","대림1동","9883"
"A","골목상권","3110808","신길역 1번","192419","446351","11560","영등포구","11560515","영등포본동","31907"
"A","골목상권","3110809","장훈고등학교","192541","445881","11560","영등포구","11560515","영등포본동","31824"
"A","골목상권","3110653","화곡역 2번","185990","449471","11500","강서구","11500615","우장산동","122821"
"A","골목상권","3110608","신월2동주민센터","186375","447299","11470","양천구","11470570","신월2동","199259"
"A","골목상권","3110609","신정네거리역 2번","186656","446922","11470","양천구","11470640","신정3동","48181"
"A","골목상권","3110610","계남근린공원","186751","446350","11470","양천구","11470640","신정3동","70654"
"A","골목상권","3110699","덕의초등학교","187204","445195","11530","구로구","11530730","고척2동","55364"
"A","골목상권","3110700","고척초등학교","187387","444733","11530","구로구","11530720","고척1동","131905"
"A","골목상권","3110623","갈산공원","188487","445288","11470","양천구","11470680","신정7동","156540"
"A","골목상권","3110624","목동문화체육센터","188603","449088","11470","양천구","11470520","목2동","43801"
"A","골목상권","3110625","신정2동주민센터","188656","446559","11470","양천구","11470630","신정2동","100874"
"A","골목상권","3110626","양화초등학교","188812","449453","11470","양천구","11470520","목2동","127884"
"A","골목상권","3110654","까치산역 4번","185968","448182","11500","강서구","11500540","화곡1동","276225"
"A","골목상권","3110655","발산역 5번","186090","450860","11500","강서구","11500615","우장산동","121172"
"A","골목상권","3110562","연트럴파크(연남동주민센터)","193227","451584","11440","마포구","11440710","연남동","96104"
"A","골목상권","3110563","상수역 3번","193303","449582","11440","마포구","11440655","서강동","37381"
"A","골목상권","3110751","난곡중학교","191767","442077","11545","금천구","11545630","독산3동","142894"
"A","골목상권","3110752","한울중학교","191944","440258","11545","금천구","11545700","시흥4동","160859"
"A","골목상권","3110684","서울공연예술고등학교","184965","444368","11530","구로구","11530790","수궁동","56085"
"A","골목상권","3110685","금강수목원아파트","185185","443424","11530","구로구","11530780","오류2동","33067"
"A","골목상권","3110686","수궁동주민센터","185334","443922","11530","구로구","11530790","수궁동","191258"
"A","골목상권","3110707","구로창업지원센터","189343","445600","11530","구로구","11530510","신도림동","185688"
"A","골목상권","3110708","화원어린이공원","189501","444279","11530","구로구","11530530","구로2동","50397"
"A","골목상권","3110709","구로119안전센터","189526","443837","11530","구로구","11530530","구로2동","88217"
"A","골목상권","3110710","남구로역 3번","189736","443055","11530","구로구","11530530","구로2동","224117"
"A","골목상권","3110711","구로초등학교","189750","444136","11530","구로구","11530530","구로2동","157006"
"A","골목상권","3110712","남구로역 5번","189968","443117","11530","구로구","11530550","구로4동","83115"
"A","골목상권","3110668","화곡2동주민센터","187035","448118","11500","강서구","11500550","화곡2동","178678"
"A","골목상권","3110669","화곡보람2차아파트","187100","450388","11500","강서구","11500591","화곡6동","15189"
"A","골목상권","3110670","신곡초등학교","187264","448458","11500","강서구","11500570","화곡4동","146128"
"A","골목상권","3110726","금천철쭉어린이공원(금하마을)","190327","439326","11545","금천구","11545610","독산1동","44361"
"A","골목상권","3110815","공군호텔","193118","445802","11560","영등포구","11560630","신길1동","182950"
"A","골목상권","3110816","대방역 6번","193249","446149","11560","영등포구","11560630","신길1동","92336"
"A","골목상권","3110737","금천세무서","191235","441904","11545","금천구","11545630","독산3동","84015"
"A","골목상권","3110738","문성초등학교","191269","441435","11545","금천구","11545630","독산3동","114069"
"A","골목상권","3110739","시흥3동 우편취급국","191402","437977","11545","금천구","11545690","시흥3동","20887"
"A","골목상권","3110713","구로보건소","190029","444650","11530","구로구","11530560","구로5동","250966"
"A","골목상권","3110759","문래예술촌(문래창작촌)","190404","446148","11560","영등포구","11560605","문래동","299716"
"A","골목상권","3110760","선유도역 6번","190490","448546","11560","영등포구","11560620","양평2동","153365"
"A","골목상권","3110761","문래동남성맨션","190472","445802","11560","영등포구","11560605","문래동","31681"
"A","골목상권","3110762","선유도역 1번","190523","448983","11560","영등포구","11560620","양평2동","342694"
"A","골목상권","3110612","신정역 5번","187264","447115","11470","양천구","11470650","신정4동","167833"
"A","골목상권","3110613","신정네거리역 4번","187307","446653","11470","양천구","11470620","신정1동","23861"
"A","골목상권","3110614","목동로데오거리","187652","447633","11470","양천구","11470650","신정4동","77332"
"A","골목상권","3110615","신서초등학교","187732","446840","11470","양천구","11470620","신정1동","31057"
"A","골목상권","3110616","양목초등학교","187814","447073","11470","양천구","11470650","신정4동","15723"
"A","골목상권","3110646","푸른들청소년도서관","185451","449406","11500","강서구","11500560","화곡3동","203547"
"A","골목상권","3110647","화곡역 5번","185643","448807","11500","강서구","11500540","화곡1동","210252"
"A","골목상권","3110648","양천향교역 7번","185683","451946","11500","강서구","11500603","가양1동","283983"
"A","골목상권","3110794","영동초등학교","191894","447582","11560","영등포구","11560560","당산2동","81298"
"A","골목상권","3110795","도림초등학교","191968","445494","11560","영등포구","11560650","신길3동","68722"
"A","골목상권","3110796","한림대학교한강성심병원","191951","447139","11560","영등포구","11560535","영등포동","24293"
"A","골목상권","3110797","KT대방빌딩","191953","444056","11560","영등포구","11560680","신길6동","8947"
"A","골목상권","3110596","서서울호수공원","185107","447773","11470","양천구","11470580","신월3동","118222"
"A","골목상권","3110597","신월1동주민센터","185143","448358","11470","양천구","11470560","신월1동","181005"
"A","골목상권","3110598","신월문화체육센터","185267","446690","11470","양천구","11470611","신월7동","105945"
"A","골목상권","3110599","신월1파출소","185318","447959","11470","양천구","11470560","신월1동","105116"
"A","골목상권","3110416","노원초등학교","205046","463673","11350","노원구","11350630","상계1동","92687"
"A","골목상권","3110417","월계역 3번","205127","459237","11350","노원구","11350570","월계2동","29842"
"A","골목상권","3110418","광운대학교 남단","205120","457577","11350","노원구","11350560","월계1동","88266"
"A","골목상권","3110465","연신내역 7번","192719","457984","11380","은평구","11380551","갈현1동","72295"
"A","골목상권","3110701","고척동성당","187600","445118","11530","구로구","11530730","고척2동","44097"
"A","골목상권","3110702","개봉초등학교","187521","443242","11530","구로구","11530760","개봉3동","91947"
"A","골목상권","3110627","신정롯데캐슬아파트","188832","446731","11470","양천구","11470630","신정2동","80881"
"A","골목상권","3110628","신목동역","189379","449524","11470","양천구","11470520","목2동","95041"
"A","골목상권","3110629","송정역 4번","183092","451129","11500","강서구","11500620","공항동","37678"
"A","골목상권","3110630","공항시장역 1번","183081","451771","11500","강서구","11500640","방화2동","187213"
"A","골목상권","3110631","방화초등학교","183212","452183","11500","강서구","11500640","방화2동","91895"
